[0m[ INFO] [1556595627.540675662]: Set scanPeriod: 0.1[0m
[0m[ INFO] [1556595627.561413944]: Set  HDL-64E  scan mapper.[0m
start time: 1556595627.562735654
MultiScanRegistration time, 1556595635.148817986, 1556595635.223374253
MultiScanRegistration time, 1556595635.244743861, 1556595635.303346993
MultiScanRegistration time, 1556595635.354769744, 1556595635.389165419
MultiScanRegistration time, 1556595635.477476996, 1556595635.543990703
MultiScanRegistration time, 1556595635.568379536, 1556595635.605232421
MultiScanRegistration time, 1556595635.664602001, 1556595635.700859392
MultiScanRegistration time, 1556595635.778836831, 1556595635.814880827
MultiScanRegistration time, 1556595635.877604717, 1556595635.926311132
MultiScanRegistration time, 1556595635.992204773, 1556595636.027843544
MultiScanRegistration time, 1556595636.087885020, 1556595636.129953312
MultiScanRegistration time, 1556595636.183439360, 1556595636.219905558
MultiScanRegistration time, 1556595636.291590536, 1556595636.353057403
MultiScanRegistration time, 1556595636.399345623, 1556595636.434775068
MultiScanRegistration time, 1556595636.495382146, 1556595636.532982684
MultiScanRegistration time, 1556595636.595625885, 1556595636.632251883
MultiScanRegistration time, 1556595636.713125084, 1556595636.785868725
MultiScanRegistration time, 1556595636.796175182, 1556595636.834246100
MultiScanRegistration time, 1556595636.910348253, 1556595636.950687779
MultiScanRegistration time, 1556595637.020507629, 1556595637.057832686
MultiScanRegistration time, 1556595637.103988248, 1556595637.141369569
MultiScanRegistration time, 1556595637.231835682, 1556595637.269524144
MultiScanRegistration time, 1556595637.337281656, 1556595637.403317724
MultiScanRegistration time, 1556595637.414700745, 1556595637.452010195
MultiScanRegistration time, 1556595637.541496380, 1556595637.577952512
MultiScanRegistration time, 1556595637.642625988, 1556595637.679888487
MultiScanRegistration time, 1556595637.771031185, 1556595637.823167329
MultiScanRegistration time, 1556595637.837569672, 1556595637.873207337
MultiScanRegistration time, 1556595637.950175888, 1556595637.984281649
MultiScanRegistration time, 1556595638.062076026, 1556595638.098309771
MultiScanRegistration time, 1556595638.146538153, 1556595638.179279383
MultiScanRegistration time, 1556595638.260645517, 1556595638.297780153
MultiScanRegistration time, 1556595638.375171651, 1556595638.442390106
MultiScanRegistration time, 1556595638.454414148, 1556595638.493780438
MultiScanRegistration time, 1556595638.554248397, 1556595638.585370769
MultiScanRegistration time, 1556595638.674433698, 1556595638.719760650
MultiScanRegistration time, 1556595638.782314506, 1556595638.814106157
MultiScanRegistration time, 1556595638.894925527, 1556595638.927785867
MultiScanRegistration time, 1556595638.978893569, 1556595639.011918392
MultiScanRegistration time, 1556595639.091100601, 1556595639.124177159
MultiScanRegistration time, 1556595639.202917947, 1556595639.249818163
MultiScanRegistration time, 1556595639.299438586, 1556595639.333427825
MultiScanRegistration time, 1556595639.399944821, 1556595639.433733599
MultiScanRegistration time, 1556595639.529101830, 1556595639.562993195
MultiScanRegistration time, 1556595639.624822867, 1556595639.659346071
MultiScanRegistration time, 1556595639.707714269, 1556595639.750347581
MultiScanRegistration time, 1556595639.835789561, 1556595639.873350111
MultiScanRegistration time, 1556595639.932358571, 1556595639.967483457
MultiScanRegistration time, 1556595640.014380647, 1556595640.049360120
MultiScanRegistration time, 1556595640.142690066, 1556595640.177649245
MultiScanRegistration time, 1556595640.263891816, 1556595640.328282581
MultiScanRegistration time, 1556595640.352914537, 1556595640.390215340
MultiScanRegistration time, 1556595640.437186544, 1556595640.474526922
MultiScanRegistration time, 1556595640.548235693, 1556595640.584699422
MultiScanRegistration time, 1556595640.660992457, 1556595640.706287013
MultiScanRegistration time, 1556595640.745738994, 1556595640.782809961
MultiScanRegistration time, 1556595640.873681442, 1556595640.910689780
MultiScanRegistration time, 1556595640.969586537, 1556595641.007029630
MultiScanRegistration time, 1556595641.084123362, 1556595641.156063697
MultiScanRegistration time, 1556595641.181988216, 1556595641.222520480
MultiScanRegistration time, 1556595641.279167246, 1556595641.317465432
MultiScanRegistration time, 1556595641.391090247, 1556595641.429100698
MultiScanRegistration time, 1556595641.471784150, 1556595641.510340349
MultiScanRegistration time, 1556595641.588225095, 1556595641.635766159
MultiScanRegistration time, 1556595641.691002755, 1556595641.728310592
MultiScanRegistration time, 1556595641.795120865, 1556595641.836494531
MultiScanRegistration time, 1556595641.899775629, 1556595641.937314747
MultiScanRegistration time, 1556595641.993089422, 1556595642.040115130
MultiScanRegistration time, 1556595642.123449347, 1556595642.163382216
MultiScanRegistration time, 1556595642.220622942, 1556595642.257721618
MultiScanRegistration time, 1556595642.321921731, 1556595642.359569371
MultiScanRegistration time, 1556595642.417035691, 1556595642.455227440
MultiScanRegistration time, 1556595642.553382245, 1556595642.606804715
MultiScanRegistration time, 1556595642.656001842, 1556595642.692861699
MultiScanRegistration time, 1556595642.743840080, 1556595642.780786780
MultiScanRegistration time, 1556595642.823379781, 1556595642.876078487
MultiScanRegistration time, 1556595642.948880627, 1556595642.987257742
MultiScanRegistration time, 1556595643.065637507, 1556595643.102541448
MultiScanRegistration time, 1556595643.157366794, 1556595643.195421332
MultiScanRegistration time, 1556595643.273533483, 1556595643.310185076
MultiScanRegistration time, 1556595643.357350467, 1556595643.393897775
MultiScanRegistration time, 1556595643.469684534, 1556595643.508290176
MultiScanRegistration time, 1556595643.582527265, 1556595643.619356003
MultiScanRegistration time, 1556595643.665942395, 1556595643.702749011
MultiScanRegistration time, 1556595643.784596873, 1556595643.821162050
MultiScanRegistration time, 1556595643.883035236, 1556595643.919625250
MultiScanRegistration time, 1556595644.022340214, 1556595644.091292892
MultiScanRegistration time, 1556595644.094134534, 1556595644.130494338
